No	Name		Year	Country	Score	Lasting
540	一出好戏	2018	中国大陆	8.2	 134
542	心理罪	2017	中国大陆	8.2	 110
543	哆啦A梦：大雄的金银岛	2018	日本	8.2	 109
544	美女与野兽	2017	美国	8.2	 130
545	睡在我上铺的兄弟	2016	中国大陆	8.2	 96
546	既然青春留不住	2015	中国大陆	8.2	 92
547	东方快车谋杀案	2017	美国	8.2	 114
548	云中行走	2016	美国	8.2	 123
549	危城	2016	中国大陆	8.2	 120
550	绝命海拔	2015	英国	8.2	 120
551	密战	2017	中国大陆	8.2	 102
552	捉迷藏	2016	中国大陆	8.2	 105
553	玛丽与魔女之花	2018	日本	8.2	 103
554	引爆者	2017	中国大陆	8.2	 106
555	大闹西游	2018	中国大陆	8.2	 92
556	高跟鞋先生	2016	中国大陆	8.2	 94
557	史努比：花生大电影	2015	美国	8.2	 88
558	那一场呼啸而过的青春	2017	中国大陆	8.2	 112
559	昼颜	2018	日本	8.2	 126
560	地心营救	2016	美国	8.2	 127
561	藏北秘岭-重返无人区	2018	中国大陆	8.2	 86
562	我的战争	2016	中国大陆	8.2	 124
563	惊天大逆转	2016	中国大陆	8.2	 110
564	分歧者：异类觉醒	2014	美国	8.2	 140
565	狗十三	2018	中国大陆	8.2	 121
566	超脑48小时	2016	美国	8.2	 113
567	与君相恋100次	2017	日本	8.2	 117
568	美好的意外	2017	中国大陆	8.2	 105
569	深海历险记	2018	美国	8.2	 92
570	一代宗师3D	2015	中国大陆	8.2	 112
571	摘金奇缘	2018	美国	8.2	 119
572	地心引力	2013	美国	8.2	 91
573	狂野非洲	2014	法国	8.2	 85
574	圣诞奇妙公司	2017	法国	8.2	 99
575	飓风奇劫	2018	美国	8.2	 103
576	马小乐之玩具也疯狂	2016	中国大陆	8.2	 79
577	我是谁的宝贝	2017	中国大陆	8.2	 100
578	兔子镇的火狐狸	2015	中国大陆	8.2	 89
579	刺杀盖世太保	2017	法国	8.2	 100
580	一百年很长吗	2018	中国大陆	8.2	 106
581	巴黎危机	2016	英国	8.2	 92
582	推拿	2014	中国大陆	8.2	 114
583	喜羊羊与灰太狼之喜气羊羊过蛇年	2013	中国大陆	8.2	 86
584	疯狂特警队	2017	法国	8.2	 105
585	金箍棒传奇2：沙僧的逆袭	2015	中国大陆	8.2	 91
586	安妮：纽约奇缘	2015	美国	8.2	 118
587	逃出生天	2013	中国香港	8.2	 107
588	人怕出名猪怕壮	2018	中国大陆	8.2	 97
589	猿创世界之熊孩子部落	2016	中国大陆	8.2	 80
590	81号农场之疯狂的麦咭	2014	中国大陆	8.2	 80
591	河	2016	中国大陆	8.2	 94
592	聪明的一休之反斗公主	2014	中国大陆	8.2	 81
593	以爱为名	2017	中国大陆	8.2	 88
594	他们在岛屿写作：两地	2013	中国台湾	8.2	 55
595	永不独行	2013	中国大陆	8.2	 25
596	捉妖记2	2018	中国大陆	8.1	 110
597	狄仁杰之四大天王	2018	中国大陆	8.1	 132
598	环太平洋：雷霆再起	2018	美国	8.1	 111
599	影	2018	中国大陆	8.1	 118
600	敦刻尔克	2017	英国	8.1	 106
601	侠盗联盟	2017	中国大陆	8.1	 108
602	小飞侠：幻梦启航	2015	美国	8.1	 112
603	遇见你真好	2018	中国大陆	8.1	 99
604	但丁密码	2016	美国	8.1	 122
605	奇葩朵朵	2018	中国大陆	8.1	 98
606	猛虫过江	2018	中国大陆	8.1	 99
607	暴裂无声	2018	中国大陆	8.1	 120
608	侠探杰克：永不回头	2016	美国	8.1	 118
609	天亮之前	2016	中国大陆	8.1	 102
610	游侠索罗：星球大战外传	2018	美国	8.1	 135
611	亲爱的，我要和别人结婚了	2018	中国大陆	8.1	 92
612	印度暴徒	2018	印度	8.1	 121
613	我的间谍前男友	2018	美国	8.1	 117
614	金钱世界	2018	美国	8.1	 124
615	痞子英雄2：黎明升起	2014	中国大陆	8.1	 126
616	反转人生	2017	中国大陆	8.1	 110
617	有完没完	2017	中国大陆	8.1	 99
618	给19岁的我自己	2018	中国大陆	8.1	 98
619	贫穷富爸爸	2016	中国大陆	8.1	 96
620	中国推销员	2019	中国大陆	8.1	 110
621	快手枪手快枪手	2016	中国大陆	8.1	 115
622	萌犬好声音	2018	加拿大	8.1	 92
623	宙斯之子：赫拉克勒斯	2014	美国	8.1	 98
624	这就是命	2017	中国大陆	8.1	 98
625	六人晚餐	2017	中国大陆	8.1	 96
626	特种部队2：全面反击	2013	美国	8.1	 107
627	恶人报喜	2016	中国香港	8.1	 100
628	深海挑战	2015	美国	8.1	 90
629	盛先生的花儿	2016	中国大陆	8.1	 90
630	发条城市	2016	中国大陆	8.1	 113
631	超能太阳鸭	2016	俄罗斯	8.1	 86
632	六弄咖啡馆	2016	中国大陆	8.1	 98
633	让我怎么相信你	2018	中国大陆	8.1	 88
634	不成问题的问题	2017	中国大陆	8.1	 133
635	独行侠	2013	美国	8.1	 149
636	洛杉矶捣蛋计划	2016	中国大陆	8.1	 106
637	路边野餐	2016	中国大陆	8.1	 113
638	动植物大战	2016	中国大陆	8.1	 79
639	坑爹游戏	2017	中国大陆	8.1	 98
640	遗落战境	2013	美国	8.1	 124
641	夜莺	2014	中国大陆	8.1	 92
642	超大号美人	2018	美国	8.1	 110
643	云图	2013	德国	8.1	 134
644	29+1	2017	中国香港	8.1	 111
645	六年，六天	2017	中国大陆	8.1	 96
646	怪物岛	2017	墨西哥	8.1	 80
647	我爱的是你爱我	2013	中国大陆	8.1	 97
648	青春派	2013	中国大陆	8.1	 91
649	北方一片苍茫	2018	中国大陆	8.1	 113
650	开心超人	2013	中国大陆	8.1	 90
651	神农溪之恋漂洋过海来爱你	2017	中国大陆	8.1	 97
652	功夫小兔侠	2017	中国大陆	8.1	 82
653	小时代4：灵魂尽头（含纪录片《最好的我们》）	2015	中国大陆	8.1	 35
654	二楼传来的歌声	2014	丹麦	8.1	 98
655	盗墓笔记	2016	中国大陆	8.0	 123
656	恶棍天使	2015	中国大陆	8.0	 124
657	蝙蝠侠大战超人：正义黎明	2016	美国	8.0	 152
658	夏有乔木雅望天堂	2016	中国大陆	8.0	 93
659	007：幽灵党	2015	英国	8.0	 148
660	我的特工爷爷	2016	中国大陆	8.0	 99
661	神奇动物：格林德沃之罪	2018	美国	8.0	 134
662	名侦探柯南：业火的向日葵	2015	日本	8.0	 113
663	移动迷宫3：死亡解药	2018	美国	8.0	 142
664	小偷家族	2018	日本	8.0	 117
665	星球大战外传：侠盗一号	2017	美国	8.0	 134
666	水形物语	2018	美国	8.0	 123
667	杜拉拉追婚记	2015	中国大陆	8.0	 101
668	匆匆那年	2014	中国大陆	8.0	 119
669	像素大战	2015	美国	8.0	 106
670	分歧者3：忠诚世界	2016	美国	8.0	 120
671	父子雄兵	2017	中国大陆	8.0	 105
672	泄密者	2018	中国香港	8.0	 102
673	亚瑟王：斗兽争霸	2017	美国	8.0	 126
674	烽火芳菲	2017	中国大陆	8.0	 97
675	新灰姑娘	2018	中国大陆	8.0	 87
676	邻家大贱谍	2016	美国	8.0	 104
677	吃货宇宙	2018	中国大陆	8.0	 89
678	天才捕手	2017	英国	8.0	 103
679	秘果	2017	中国大陆	8.0	 99
680	幻体：续命游戏	2016	美国	8.0	 117
681	冰雪女王	2015	俄罗斯	8.0	 76
682	豆福传	2017	中国大陆	8.0	 82
683	男人不可以穷	2014	中国香港	8.0	 104
684	反贪风暴	2014	中国香港	8.0	 93
685	长江7号：超萌特攻队	2015	中国大陆	8.0	 80
686	合约男女	2017	中国大陆	8.0	 96
687	机械战警	2014	美国	8.0	 117
688	疯狂丑小鸭	2016	中国大陆	8.0	 81
689	234说爱你	2016	中国台湾	8.0	 95
690	007：大破天幕杀机	2013	英国	8.0	 143
691	魔法老师	2016	英国	8.0	 83
692	丛林之王	2014	德国	8.0	 95
693	太空熊猫英雄归来	2016	中国大陆	8.0	 82
694	少年巴比伦	2017	中国大陆	8.0	 96
695	天空之眼	2017	英国	8.0	 102
696	小猫巴克里	2017	中国台湾	8.0	 86
697	圣杯神器：骸骨之城	2014	美国	8.0	 130
698	嘉年华	2017	中国大陆	8.0	 107
699	大喜临门	2015	中国台湾	8.0	 104
700	提着心，吊着胆	2017	中国大陆	8.0	 95
701	谁是球王	2017	中国大陆	8.0	 98
702	37次想你	2014	中国大陆	8.0	 95
703	寻找心中的你	2016	中国香港	8.0	 105
704	昆塔：盒子总动员	2015	中国大陆	8.0	 83
705	不朽的时光	2016	中国大陆	8.0	 110
706	此情此刻	2017	中国香港	8.0	 89
707	清水里的刀子	2018	中国大陆	8.0	 93
708	龙骑侠	2015	中国大陆	8.0	 90
709	味道中国	2015	中国大陆	8.0	 86
710	北京时间	2015	中国大陆	8.0	 100
711	辛巴达历险记2	2014	中国大陆	8.0	 90
712	火山对对碰	2014	法国	8.0	 93
713	S的秘密	2017	中国大陆	8.0	 84
714	龙凤呈祥	2016	中国大陆	8.0	 150
715	怒放之青春再见	2014	中国大陆	8.0	 96
716	巴黎淘气帮	2013	法国	8.0	 91
717	飞鱼秀	2014	中国大陆	8.0	 78
718	打工老板	2014	中国大陆	8.0	 98
720	西游记女儿国	2018	中国大陆	7.9	 116
721	万万没想到	2015	中国大陆	7.9	 95
722	移动迷宫2	2015	美国	7.9	 132
723	李茶的姑妈	2018	中国大陆	7.9	 115
724	银魂真人版	2017	日本	7.9	 130
725	鲛珠传	2017	中国大陆	7.9	 108
726	星球大战：最后的绝地武士	2018	美国	7.9	 152
727	逆时营救	2017	中国大陆	7.9	 106
728	左耳	2015	中国大陆	7.9	 117
729	消失爱人	2016	中国大陆	7.9	 109
730	英雄本色2018	2018	中国大陆	7.9	 110
731	第一夫人	2018	美国	7.9	 100
732	胡桃夹子和四个王国	2018	美国	7.9	 100
733	男神时代	2015	中国大陆	7.9	 91
734	天生不对	2017	中国大陆	7.9	 99
735	坏蛋必须死	2015	中国大陆	7.9	 104
736	你好，之华	2018	中国大陆	7.9	 114
737	龙珠Z：复活的弗利萨	2016	日本	7.9	 94
738	一生一世	2014	中国大陆	7.9	 106
739	爱情麻辣烫之情定终身	2016	中国大陆	7.9	 98
740	哥斯拉：怪兽行星	2018	日本	7.9	 88
741	犬之岛	2018	美国	7.9	 97
742	我是处女座	2016	中国大陆	7.9	 90
743	一切都好	2016	中国大陆	7.9	 105
744	冰河追凶	2016	中国大陆	7.9	 102
745	钢铁飞龙之再见奥特曼	2017	中国大陆	7.9	 89
746	美容针	2017	中国大陆	7.9	 97
747	青春逗	2017	中国大陆	7.9	 97
748	小时代2：青木时代	2013	中国大陆	7.9	 116
749	假如王子睡着了	2017	中国大陆	7.9	 101
750	落跑吧爱情	2015	中国台湾	7.9	 103
751	巴啦啦小魔仙之魔箭公主	2015	中国大陆	7.9	 92
752	辣警霸王花	2016	中国香港	7.9	 102
753	缉枪	2017	中国大陆	7.9	 104
754	糖果世界大冒险	2016	中国大陆	7.9	 81
755	不期而遇	2017	中国大陆	7.9	 94
756	荒城纪	2018	中国大陆	7.9	 104
757	24小时：末路重生	2018	美国	7.9	 93
758	轩辕大帝	2016	中国大陆	7.9	 90
759	无敌原始人	2018	英国	7.9	 85
760	极乐空间	2013	美国	7.9	 109
761	S4侠降魔记	2018	中国大陆	7.9	 98
762	夺金四贱客	2017	德国	7.9	 96
763	因果启示录	2018	中国大陆	7.9	 90
764	莫斯科陷落	2018	俄罗斯	7.9	 119
765	小猪班纳大电影之梦想大“帽”险	2015	中国大陆	7.9	 90
766	我的圣途	2016	中国大陆	7.9	 120
767	花样厨神	2016	韩国	7.9	 97
768	黑海夺金	2016	英国	7.9	 115
769	龟兔再跑	2014	中国大陆	7.9	 82
770	特功明星	2015	中国大陆	7.9	 90
771	大峰祖师	2014	中国大陆	7.9	 102
772	点五步	2017	中国香港	7.9	 96
773	暗黑者	2014	中国大陆	7.9	 35
774	进藏	2013	中国大陆	7.9	 90
775	爵迹	2016	中国大陆	7.8	 121
776	摆渡人	2016	中国大陆	7.8	 128
777	我不是潘金莲	2016	中国大陆	7.8	 140
778	我们的十年	2016	中国大陆	7.8	 91
779	三少爷的剑	2016	中国大陆	7.8	 107
780	攻壳机动队	2017	美国	7.8	 107
781	冰雪女王2：冬日魔咒	2016	俄罗斯	7.8	 79
782	龙虾刑警	2018	中国大陆	7.8	 93
783	分歧者2：绝地反击	2015	美国	7.8	 119
784	最萌身高差	2016	中国大陆	7.8	 91
785	会痛的十七岁	2017	中国大陆	7.8	 91
786	我说的都是真的	2018	中国大陆	7.8	 99
787	未择之路	2018	中国大陆	7.8	 113
788	狂兽	2017	中国香港	7.8	 100
789	决战食神	2017	中国大陆	7.8	 98
790	道高一丈	2018	中国大陆	7.8	 96
791	魔镜奇缘2	2018	中国大陆	7.8	 77
792	麦兜·饭宝奇兵	2016	中国大陆	7.8	 85
793	极速之巅	2016	英国	7.8	 88
794	青禾男高	2017	中国大陆	7.8	 98
795	黑白迷宫	2017	中国大陆	7.8	 103
796	降临	2017	美国	7.8	 116
797	开罗宣言	2015	中国大陆	7.8	 110
798	脑残粉	2016	印度	7.8	 125
799	快乐星球之三十六号	2018	中国大陆	7.8	 90
800	小明和他的小伙伴们	2016	中国大陆	7.8	 96
801	天眼传奇	2015	中国大陆	7.8	 85
802	饥饿游戏2：星火燎原	2013	美国	7.8	 146
803	宾虚	2016	美国	7.8	 114
804	一夜惊喜	2013	中国大陆	7.8	 106
805	龙凤斗	2018	中国香港	7.8	 91
806	闯入者	2015	中国大陆	7.8	 106
807	魔境仙踪	2013	美国	7.8	 127
808	重返地球	2013	美国	7.8	 100
809	终极胜利	2016	中国大陆	7.8	 108
810	丑小鸭历险记	2016	中国大陆	7.8	 81
811	你在哪	2017	中国大陆	7.8	 100
812	西小河的夏天	2018	中国大陆	7.8	 102
813	绝命时钟2:22	2018	美国	7.8	 98
814	毕业旅行笑翻天	2018	中国大陆	7.8	 98
815	金珠玛米	2017	中国大陆	7.8	 97
816	我的老婆是明星	2016	中国香港	7.8	 105
817	龟兔大作战	2018	中国大陆	7.8	 83
818	一触即发	2014	美国	7.8	 106
819	我心雀跃	2017	中国大陆	7.8	 96
820	蛋计划	2017	中国大陆	7.8	 83
821	孕城	2014	中国大陆	7.8	 109
822	爸妈不在家	2015	新加坡	7.8	 99
823	他们在岛屿写作：逍遥游	2013	中国台湾	7.8	 75
824	致青春·原来你还在这里	2016	中国大陆	7.7	 98
825	西游伏妖篇	2017	中国大陆	7.7	 108
826	西游记之孙悟空三打白骨精	2016	中国大陆	7.7	 120
827	寂静之地	2018	美国	7.7	 91
828	铁血战士	2018	美国	7.7	 106
829	横冲直撞好莱坞	2015	中国大陆	7.7	 119
830	极盗车神	2017	英国	7.7	 112
831	梦想合伙人	2016	中国大陆	7.7	 101
832	追捕	2017	中国大陆	7.7	 107
833	夏天19岁的肖像	2017	中国大陆	7.7	 103
834	猎神：冬日之战	2016	美国	7.7	 114
835	木星上行	2015	美国	7.7	 126
836	肆式青春	2018	中国大陆	7.7	 75
837	古剑奇谭之流月昭明	2018	中国大陆	7.7	 105
838	中国蓝盔	2018	中国大陆	7.7	 96
839	我叫MT之山口山战记	2016	中国大陆	7.7	 86
840	异星觉醒	2017	美国	7.7	 104
841	明日世界	2015	美国	7.7	 130
842	致我们终将到来的爱情	2016	中国大陆	7.7	 94
843	最终幻想15：王者之剑	2017	日本	7.7	 116
844	你好，疯子！	2016	中国大陆	7.7	 107
845	宝贝当家	2016	中国大陆	7.7	 95
846	李雷和韩梅梅——昨日重现	2017	中国大陆	7.7	 90
847	亚马逊萌猴奇遇记	2015	法国	7.7	 83
848	滴答屋	2018	美国	7.6	 105
849	废柴特工	2016	美国	7.7	 96
850	第三度嫌疑人	2018	日本	7.7	 125
851	在世界中心呼唤爱	2016	中国大陆	7.7	 95
852	少年	2016	中国大陆	7.7	 111
853	上海王	2017	中国大陆	7.7	 111
854	超级保镖	2016	中国大陆	7.7	 90
855	灵偶契约	2016	美国	7.7	 97
856	哪一天我们会飞	2016	中国香港	7.7	 109
857	回到被爱的每一天	2015	中国大陆	7.7	 102
858	女人永远是对的	2017	中国香港	7.7	 98
859	101次求婚	2013	中国大陆	7.7	 104
860	意外的恋爱时光	2013	中国大陆	7.7	 93
861	冒牌监护人之寻宝闹翻天	2017	中国大陆	7.7	 92
862	不再说分手	2014	中国香港	7.7	 105
863	八月	2017	中国大陆	7.7	 106
864	一刻十年	2015	中国大陆	7.7	 86
865	胡杨的夏天	2017	中国大陆	7.7	 90
866	老兽	2017	中国大陆	7.7	 110
867	功夫四侠	2016	中国大陆	7.7	 90
868	惊天解密	2017	英国	7.7	 98
869	黑暗迷宫	2018	中国大陆	7.7	 97
870	窦娥奇冤	2017	中国大陆	7.7	 80
871	识色，幸也	2017	中国大陆	7.7	 103
872	大叔，我爱你	2013	中国大陆	7.7	 105
873	孤胆保镖	2014	德国	7.7	 132
874	千锤百炼	2013	加拿大	7.7	 89
875	桔子的天空	2015	中国大陆	7.7	 98
876	悟空传	2017	中国大陆	7.6	 123
877	饥饿游戏3：嘲笑鸟（下）	2015	美国	7.6	 136
878	怦然星动	2015	中国大陆	7.6	 98
879	奇门遁甲	2017	中国大陆	7.6	 113
880	王牌逗王牌	2016	中国大陆	7.6	 102
881	祖宗十九代	2018	中国大陆	7.6	 95
882	我最好朋友的婚礼	2016	中国大陆	7.6	 91
883	小时代3：刺金时代	2014	中国大陆	7.6	 126
884	罗曼蒂克消亡史	2016	中国大陆	7.6	 125
885	毕业作品	2018	中国大陆	7.6	 86
886	江湖儿女	2018	中国大陆	7.6	 136
887	圣斗士星矢：圣域传说	2016	日本	7.6	 93
888	推理笔记	2017	中国大陆	7.6	 90
889	麻烦家族	2017	中国大陆	7.6	 103
890	大唐玄奘	2016	中国大陆	7.6	 120
891	小时代	2013	中国大陆	7.6	 116
892	亡命救赎	2018	法国	7.3	 88
893	露水红颜	2014	中国大陆	7.6	 98
894	游戏规则	2017	中国大陆	7.6	 126
895	一句顶一万句	2016	中国大陆	7.6	 110
896	我的宠物恐龙	2018	澳大利亚	7.6	 88
897	我爸比我小四岁	2015	中国大陆	7.6	 92
898	我不做大哥好多年	2017	中国台湾	7.6	 93
899	西游超级粉	2015	中国大陆	7.6	 80
900	前目的地	2015	澳大利亚	7.6	 97
901	箭士柳白猿	2016	中国大陆	7.6	 90
902	圣诞大赢家	2015	中国大陆	7.6	 85
903	国家利益	2016	瑞典	7.6	 108
904	两个俏公主	2018	中国大陆	7.6	 89
905	回到爱开始的地方	2013	中国大陆	7.6	 94
906	情况不妙	2016	中国大陆	7.6	 91
907	犹太女孩在上海2：项链密码	2015	中国大陆	7.6	 83
908	小蚂蚁之环球大冒险	2016	中国大陆	7.6	 88
909	百星酒店	2013	中国大陆	7.6	 94
910	破局	2014	中国大陆	7.6	 98
911	求爱嫁期	2014	中国大陆	7.6	 103
912	热情奏鸣曲	2015	中国大陆	7.6	 86
913	大明劫	2013	中国大陆	7.6	 114
914	天河	2014	中国大陆	7.6	 98
915	光荣的世界	2015	瑞典	7.6	 14
916	城市微旅行	2013	中国大陆	7.6	 31
917	跟我回家	2014	中国大陆	7.6	 45
918	说说美丽世界	2013	中国大陆	7.6	 107
919	绝世高手	2013	中国大陆	7.6	 26
919	绝世高手	2017	中国大陆	7.6	 116
927	绝世高手	2013	中国大陆	7.5	 26
927	绝世高手	2017	中国大陆	7.5	 116
920	坏未来	2013	中国大陆	7.6	 36
921	回忆回忆的回忆	2013	中国大陆	7.6	 7
922	变形金刚5：最后的骑士	2017	美国	7.5	 150
923	新乌龙院之笑闹江湖	2018	中国大陆	7.5	 103
924	妖猫传	2017	中国大陆	7.5	 129
925	明月几时有	2017	中国大陆	7.5	 131
926	超凡战队	2017	美国	7.5	 124
928	当怪物来敲门	2017	西班牙	7.5	 108
929	疯岳撬佳人	2017	中国大陆	7.5	 94
930	魔轮	2016	中国大陆	7.5	 92
931	路过未来	2018	中国大陆	7.5	 127
932	为你写诗	2018	中国大陆	7.2	 105
933	超验骇客	2014	美国	7.5	 114
934	长江图	2016	中国大陆	7.5	 115
935	盲·道	2018	中国大陆	7.5	 110
936	阿里巴巴三根金发	2018	中国大陆	7.5	 82
937	闯堂兔2：疯狂马戏团	2015	中国大陆	7.5	 88
938	尖叫直播	2018	中国大陆	7.5	 101
939	异兽来袭	2017	中国大陆	7.5	 87
940	灯塔下的恋人	2016	中国香港	7.5	 98
941	侠探杰克	2013	美国	7.5	 130
942	辛巴达历险记2013	2013	中国大陆	7.5	 90
943	我是狼之火龙山大冒险	2014	中国大陆	7.5	 95
944	巴啦啦小魔仙之魔法的考验	2014	中国大陆	7.5	 90
945	超越那一天	2013	中国大陆	7.5	 78
946	为了这片土地	2015	中国大陆	7.5	 92
947	一维	2013	中国大陆	7.5	 17
948	电梯口	2013	中国大陆	7.5	 6
949	他们在岛屿写作：如雾起时	2013	中国台湾	7.5	 90
950	大闹天竺	2017	中国大陆	7.4	 100
951	邪不压正	2018	中国大陆	7.4	 137
952	武林怪兽	2018	中国大陆	7.4	 104
953	刺客信条	2017	美国	7.4	 116
954	解码游戏	2018	中国大陆	7.4	 99
955	惊涛飓浪	2018	美国	7.4	 96
956	泡芙小姐	2018	中国大陆	7.4	 96
957	过年好	2016	中国大陆	7.4	 106
958	阿拉丁与神灯	2016	法国	7.4	 101
959	情遇曼哈顿	2017	中国大陆	7.4	 103
960	私人订制	2013	中国大陆	7.4	 118
961	青蛙总动员	2016	中国大陆	7.4	 74
962	“吃吃”的爱	2017	中国大陆	7.4	 93
963	麦兵兵之夺宝联“萌”	2018	中国大陆	7.4	 87
964	借眼	2017	中国大陆	7.4	 90
965	不二神探	2013	中国大陆	7.4	 98
966	掠夺者	2016	加拿大	7.4	 107
967	我想和你好好的	2013	中国大陆	7.4	 96
968	垫底联盟	2017	中国大陆	7.4	 97
969	我是大熊猫之熊猫大侠	2015	中国大陆	7.4	 81
970	奇葩追梦	2016	中国大陆	7.4	 90
971	提款机	2016	中国香港	7.4	 99
972	狱中惊魂	2016	中国大陆	7.4	 90
973	凤凰台	2014	中国大陆	7.4	 90
974	告诉他们，我随白鹤去了	2018	中国大陆	7.4	 108
975	小英格兰	2016	希腊	7.4	 160
976	欧洲攻略	2018	中国大陆	7.3	 100
977	湮灭	2018	美国	7.3	 114
978	那年夏天你去了哪里	2016	中国大陆	7.3	 89
979	银翼杀手2049	2017	美国	7.3	 162
980	常在你左右	2017	中国香港	7.3	 98
981	冲天火	2016	中国大陆	7.3	 100
982	监狱犬计划	2018	中国大陆	7.3	 98
983	反黑行动组	2016	法国	7.3	 92
984	呆呆计划	2016	中国大陆	7.3	 88
985	拳霸风云	2015	中国大陆	7.3	 98
986	不离不弃	2016	中国大陆	7.3	 96
987	毒。诫	2017	中国大陆	7.3	 100
988	宇宙有爱浪漫同游	2018	中国香港	7.3	 92
989	冷恋时代	2018	中国大陆	7.3	 93
990	夏威夷之恋	2016	美国	7.3	 95
991	念念	2015	中国香港	7.3	 119
992	泰迪熊之玩具大战	2016	中国大陆	7.3	 78
993	水果宝贝之水果总动员	2016	中国大陆	7.3	 81
994	妈咪侠	2015	中国香港	7.3	 96
995	美姐	2013	中国大陆	7.3	 91
996	阿里巴巴2所罗门封印	2016	中国大陆	7.3	 81
997	钟馗传奇之岁寒三友	2017	中国大陆	7.3	 90
998	猪太狼的夏天	2017	中国大陆	7.3	 85
999	爱情冻住了	2017	中国台湾	7.3	 113
1000	追踪长尾豹马修	2013	法国	7.3	 105
1001	有种	2013	中国大陆	7.3	 93
1002	金鸡SSS	2014	中国香港	7.3	 100
1003	你是谁	2013	中国大陆	7.3	 46
1004	选择爱	2013	中国大陆	7.3	 11
1005	惊天破	2016	中国大陆	7.2	 103
1006	三人行	2016	中国大陆	7.2	 88
1007	的士速递5	2018	法国	7.2	 102
1008	惊天绑架团	2016	英国	7.2	 95
1009	那件疯狂的小事叫爱情	2016	中国大陆	7.2	 95
